-982.148006	709.553996	0.1
-1190.788775	-889.897618	0.1
318.443095	804.481105	0.1
-264.329542	-776.159569	0.1
-732.651726	341.200463	0.1
-894.945463	-462.684575	0.1
-936.932267	667.895404	0.1
1151.317341	-1148.330655	0.1
194.241374	-1157.634845	0.1
367.279292	-1218.406616	0.1
474.806053	-418.354667	0.1
-968.746588	-286.818826	0.1
377.546127	-822.659674	0.1
1129.366961	507.171235	0.1
-965.391064	1371.638539	0.1
436.721638	-205.004612	0.1
1152.366355	911.442630	0.1
-748.451292	894.567589	0.1
258.663467	1485.723040	0.1
-39.380751	-864.586794	0.1
1017.258861	-512.943451	0.1
-1344.973341	787.025540	0.1
718.417731	770.278492	0.1
163.548201	1383.829760	0.1
-211.582685	209.676993	0.1
839.167628	325.518353	0.1
-309.998052	-404.723340	0.1
-428.312803	-469.357305	0.1
478.417339	299.963861	0.1
-317.484347	76.887064	0.1
-964.567381	-45.100444	0.1
-1337.114908	466.950898	0.1
-758.636277	-1385.244032	0.1
1205.440026	-930.231693	0.1
1447.329280	1286.235834	0.1
-47.673029	248.939118	0.1
-1065.751281	-1453.768760	0.1
34.999721	-618.974120	0.1
1480.582853	-1364.219454	0.1
787.706704	884.194589	0.1
1398.071318	634.097910	0.1
1289.641650	109.083804	0.1
-790.528310	260.383955	0.1
-1207.433526	-867.157900	0.1
-270.677024	-258.254976	0.1
-1106.482174	47.461990	0.1
763.700185	1015.004632	0.1
-455.690583	479.731916	0.1
-150.648826	-56.471755	0.1
-901.993555	1058.294122	0.1
